,formula,species_name,mass,charge,ionisation_potential,dipole_moment,N_atoms,block_s,block_p,block_d,block_f,group_IA,group_IB,group_IIA,group_IIB,group_IIIA,group_IIIB,group_IVA,group_IVB,group_VA,group_VB,group_VIA,group_VIB,group_VIIA,group_VIIB,group_VIIIA,group_VIIIB
432,CH3SOCH3,Dimethyl sulfoxide,78.129,0,,3.96,10,6,4,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
433,CH3SO2NH2,methanesulfonamide,95.116,0,,4.59,10,5,5,0,0,5,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0
434,C3H8,Propane,44.097,0,11,0.084,11,8,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
435,C5H6,"1-Buten-3-yne, 2-methyl-",66.103,0,9.05,0.512,11,6,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
436,C5H6,"1,3-Cyclopentadiene",66.103,0,9.05,0.419,11,6,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
437,C5H6,"3-Penten-1-yne, (E)-",66.103,0,9.05,0.662,11,6,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
438,C5H6,Bicyclo[2.1.0]pent-2-ene,66.103,0,9.05,0.401,11,6,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
439,C5H6,Cyclopropylacetylene,66.103,0,9.05,0.892,11,6,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
440,C3H7N,Cyclopropylamine,57.096,0,,1.19,11,7,4,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
441,C3H7N,Azetidine,57.096,0,,1.34,11,7,4,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
442,C5H5N,Pyridine,79.102,0,,2.19,11,5,6,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
443,C5H5N,"E-2,4-pentadienenitrile",79.102,0,,3.96,11,5,6,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
444,C4H6O,"Furan, 2,5-dihydro-",70.091,0,,1.32,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
445,C4H6O,Cyclobutanone,70.091,0,,2.99,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
446,CHOCHCHCH3,2-Butenal,70.091,0,,3.679,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
447,CH2CHOCHCH2,Vinyl ether,70.091,0,,0.782,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
448,HCOOC2H5,Ethyl formate,74.079,0,9.9,1.98,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
449,HCOOC2H5,Ethyl formate,74.079,0,9.9,1.81,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
450,CH3CH2COOH,Propanoic Acid,74.079,0,9.9,1.75,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
451,CH3COOCH3,methyl acetate,74.079,0,9.9,1.72,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
452,C2H5NO3,"Nitric acid, ethyl ester",91.066,0,,3.39,11,5,6,0,0,5,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0
453,C5H4O2,furfural,96.085,0,,3.92,11,4,7,0,0,4,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
454,C5H4O2,furfural,96.085,0,,3.54,11,4,7,0,0,4,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
455,CH2FCH2CH3,1-Fluoropropane,62.08740316,0,,2.05,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
456,CH2FCH2CH3,1-Fluoropropane,62.08740316,0,,1.9,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
457,CH3CHFCH3,2-Fluoropropane,62.08740316,0,,1.956,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
458,CH3CF2CH3,"2,2-difluoropropane",80.07780633,0,,2.4,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
459,CH2FCH2CH2F,"1,3-difluoropropane",80.07780633,0,,2.082,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
460,CH2FCH2CH2F,"1,3-difluoropropane",80.07780633,0,,1.949,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
461,SiH2(CH3)2,dimethylsilane,60.171,0,,0.75,5,34,2,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
462,C4H6S,"Thiophene, 2,5-dihydro-",86.152,0,,1.75,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
463,CH2CHSCHCH2,Divinyl sulfide,86.152,0,,1.2,11,6,5,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
464,C2H6O2S,Dimethyl sulfone,94.128,0,,4.49,11,6,5,0,0,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
465,CH3CHClCH3,"Propane, 2-chloro-",78.539,0,,2.17,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
466,CH2ClCH2CH3,"Propane, 1-chloro-",78.539,0,,1.95,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
467,CH2ClCH2CH3,"Propane, 1-chloro-",78.539,0,,2.02,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
468,CH3CCl2CH3,"Propane, 2,2-dichloro-",112.981,0,,2.2,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
469,CH2ClCH2CH2Cl,"1,3-dichloropropane",112.981,0,,2.08,11,6,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
470,CH3CHBrCH3,i-propyl bromide,122.993,0,,2.21,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
471,CH3CH2CH2Br,n-propyl bromide,122.993,0,,2.18,11,7,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
472,CH2CHCH2CH3,1-Butene,56.108,0,9.82,0.359,12,8,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
473,CH2C(CH3)CH3,"1-Propene, 2-methyl-",56.108,0,9.82,0.503,12,8,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
474,CH3CHCHCH3,"2-Butene, (E)-",56.108,0,9.82,0,12,8,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
475,CH3CHCHCH3,"2-Butene, (Z)-",56.108,0,9.82,0.257,12,8,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
476,C4H8,methylcyclopropane,56.108,0,9.82,0.139,12,8,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
477,C6H6,Fulvene,78.114,0,8.9,0.424,12,6,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
478,C6H6,Benzene,78.114,0,8.9,0,12,6,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
479,C6H6,"2,4-Hexadiyne",78.114,0,8.9,0,12,6,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
480,C6H6,Benzvalene,78.114,0,8.9,0.883,12,6,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
481,C2H8N2,Ethylenediamine,60.1,0,,1.99,12,8,4,0,0,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
482,CH3CH2CH2CN,Butanenitrile,69.107,0,,4.07,12,7,5,0,0,7,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
483,CH3OC2H5,"Ethane, methoxy-",60.096,0,9.72,1.174,12,8,4,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
484,C3H7OH,1-Propanol,60.096,0,9.72,1.55,12,8,4,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
485,C3H7OH,1-Propanol,60.096,0,9.72,1.58,12,8,4,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
486,CH3CHOHCH3,Isopropyl alcohol,60.096,0,9.72,1.58,12,8,4,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
487,C3H7NO,dimethylformamide,73.095,0,,3.82,12,7,5,0,0,7,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
488,C3H6O3,"1,3,5-Trioxane",90.078,0,,2.08,12,6,6,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
489,C6H5F,Fluorobenzene,96.10440316,0,,1.6,12,5,7,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
490,C6H4F2,metadifluorobenzene,114.0948063,0,,1.58,12,4,8,0,0,4,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0
491,C2H6O3S,"Sulfurous acid, dimethyl ester",110.127,0,,3.09,12,6,6,0,0,6,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
492,C6H5Cl,chlorobenzene,112.556,0,,1.78,12,5,7,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
493,C6H5Br,bromobenzene,157.01,0,,1.7,12,5,7,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
494,C5H8,"1,3-Butadiene, 2-methyl-",68.119,0,8.6,0.252,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
495,C5H8,"1,2-Butadiene, 3-methyl-",68.119,0,8.6,0.549,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
496,C5H8,1-pentyne,68.119,0,8.6,0.853,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
497,C5H8,Cyclopentene,68.119,0,8.6,0.19,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
498,C5H8,Bicyclo[2.1.0]pentane,68.119,0,8.6,0.26,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
499,C5H8,"Cyclobutane, methylene-",68.119,0,8.6,0.514,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
500,C5H8,Ethenylcyclopropane,68.119,0,8.6,0.502,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
501,C5H8,"1,3-Pentadiene, (E)-",68.119,0,8.6,0.582,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
502,C5H8,"1,3-Pentadiene, (Z)-",68.119,0,8.6,0.5,13,8,5,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
503,N(CH3)3,Trimethylamine,59.112,0,,0.612,3,33,2,0,0,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
504,NH2CH2CH2CH3,1-Propanamine,59.112,0,,1.17,13,9,4,0,0,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
505,CH3CH(NH2)CH3,2-Propanamine,59.112,0,,1.19,13,9,4,0,0,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
506,C6H5CN,phenyl cyanide,103.124,0,,4.515,13,5,8,0,0,5,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
507,CH3COCH2CH3,2-Butanone,72.107,0,8.64,2.779,13,8,5,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
508,CHOCH2CH2CH3,Butanal,72.107,0,8.64,2.72,13,8,5,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
509,C4H8O,"Furan, tetrahydro-",72.107,0,8.64,1.63,13,8,5,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
510,C6H5OH,phenol,94.113,0,8.51,1.224,13,6,7,0,0,6,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
511,As(CH3)3,trimethyl arsine,120.026595,0,,0.86,3,33,2,0,0,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
512,B4H10,Tetraborane(10),53.32,0,,0.486,14,10,4,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
513,B5H9,pentaborane9,63.122,0,,2.13,14,9,5,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
514,CH3CH2CH2CH3,Butane,58.124,0,10.57,0,14,10,4,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
515,CH3CH2CH2CH3,Butane,58.124,0,10.57,0.09,14,10,4,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
516,CH3CH(CH3)CH3,Isobutane,58.124,0,10.57,0.132,14,10,4,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
517,C6H8,"1,3-Cyclohexadiene",80.13,0,9.44,0.437,14,8,6,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
518,C6H8,Bicyclo[2.2.0]hex-1(4)-ene,80.13,0,9.44,0,14,8,6,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
519,C6H8,Bicyclo[3.1.0]hex-2-ene,80.13,0,9.44,0.292,14,8,6,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
520,C6H5CCH,phenylacetylene,102.136,0,8.6,0.656,14,6,8,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
521,C6H5NH2,aniline,93.129,0,,1.53,14,7,7,0,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
522,C5H8O,Cyclopentanone,84.118,0,,3.25,14,8,6,0,0,8,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
523,C5H8O,Methyl cyclopropyl ketone,84.118,0,,2.62,14,8,6,0,0,8,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
524,C4H8O2,Ethyl acetate,88.106,0,,1.78,14,8,6,0,0,8,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
525,C4H8O2,"1,3-Dioxane",88.106,0,,2.06,14,8,6,0,0,8,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
526,C6H5CHO,benzaldehyde,106.124,0,,3.14,14,6,8,0,0,6,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
527,C6H5NO2,Nitrobenzene,123.111,0,,4.22,14,5,9,0,0,5,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0
528,C4H9F,1-fluorobutane,76.11440316,0,,1.81,14,9,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
529,SiH(CH3)3,trimethylsilane,74.198,0,,0.525,4,34,2,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
530,CH3CHClCH2CH3,"Butane, 2-chloro-",92.566,0,,2.04,14,9,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
531,CH2ClCH2CH2CH3,"Butane, 1-chloro-",92.566,0,,2.05,14,9,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
532,CH3CCl(CH3)CH3,"Propane, 2-chloro-2-methyl-",92.566,0,,2.13,14,9,5,0,0,9,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
533,C4H8Cl2,"1,4-Dichlorobutane",127.008,0,,2.22,14,8,6,0,0,8,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
534,C5H10,"2-Pentene, (Z)-",70.135,0,9.02,0.283,15,10,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
535,CH2CHCH2CH2CH3,1-pentene,70.135,0,9.02,0.391,15,10,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
536,C5H10,"Cyclopropane, 1,1-dimethyl-",70.135,0,9.02,0.142,15,10,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
537,C6H5CH3,toluene,92.141,0,8.8,0.332,15,8,7,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
538,C7H8,cycloheptatriene,92.141,0,8.8,0.25,15,8,7,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
539,C7H8,Quadricyclane,92.141,0,8.8,0.02,15,8,7,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
540,C5H9N,Pentanenitrile,83.134,0,,4.12,15,9,6,0,0,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
541,C5H9N,"Propanenitrile, 2,2-dimethyl-",83.134,0,,3.95,15,9,6,0,0,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
542,C4H10O,Methyl propyl ether,74.123,0,9.41,1.107,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
543,C4H10O,"1-Propanol, 2-methyl-",74.123,0,9.41,1.64,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
544,C4H10O,"Ethanol, 1,1-dimethyl-",74.123,0,9.41,1.74,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
545,C4H10O,Ethoxy ethane,74.123,0,9.41,1.15,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
546,C4H10O,1-Butanol,74.123,0,9.41,1.66,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
548,C2H5SC2H5,Diethyl sulfide,90.184,0,,1.556,15,10,5,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
549,C6H10,Bicyclo[3.1.0]hexane,82.146,0,9.44,0.192,16,10,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
550,C6H10,cyclohexene,82.146,0,9.44,0.331,16,10,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
551,C6H10,"1-Butyne, 3,3-dimethyl-",82.146,0,9.44,0.661,16,10,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
552,C6H10,1-Hexyne,82.146,0,9.44,0.83,16,10,6,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
553,C8H8,cubane,104.152,0,8.46,0,16,8,8,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
555,NH(C2H5)2,diethylamine,73.139,0,,0.92,5,53,3,0,0,53,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
556,C5H10O,"2H-Pyran, tetrahydro-",86.134,0,,1.74,16,10,6,0,0,10,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
557,C6H5OCH3,Anisole,108.14,0,,1.262,16,8,8,0,0,8,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
558,C5H10S,"2H-Thiopyran, tetrahydro-",102.195,0,,1.781,16,10,6,0,0,10,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
559,C5H12,"Butane, 2-methyl-",72.151,0,10.37,0.13,17,12,5,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
560,C5H12,"Propane, 2,2-dimethyl-",72.151,0,10.37,0,17,12,5,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
561,C9H8,Indene,116.163,0,,0.62,17,8,9,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
562,C5H11N,Piperidine,85.15,0,,0.82,17,11,6,0,0,11,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
563,C5H11N,Piperidine,85.15,0,,1.189,17,11,6,0,0,11,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
564,C6H10O,cyclohexanone,98.145,0,,3.02,17,10,7,0,0,10,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
565,CH3COC6H5,acetophenone,120.151,0,,3.02,17,8,9,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
566,Si(CH3)4,tetramethylsilane,88.225,0,,0,3,34,2,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
567,C5H11Cl,"Pentane, 1-chloro-",106.593,0,,2.16,17,11,6,0,0,11,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
568,C6H5CH2CH3,Ethylbenzene,106.168,0,8.44,0.59,18,10,8,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
569,C10H8,Azulene,128.174,0,,0.882,18,8,10,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
570,C7H12,Norbornane,96.173,0,,0.091,19,12,7,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
571,C6H12O,hexanal,100.161,0,,2.619,19,12,7,0,0,12,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
572,C3H7OC3H7,di-n-propyl ether,102.177,0,,1.21,21,14,7,0,0,14,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
573,C6H15N,triethylamine,101.193,0,,0.66,22,15,7,0,0,15,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
